ASSIGNMENT_KEY,EMP_CODE,ASSIGNMENT_START_DATE,ASSIGNMENT_END_DATE,ASSIGNMENT_ORGUNIT_CODE,ASSIGNMENT_OFFICE_CODE,ASSIGNMENT_JOB_CODE,ASSIGNMENT_JOB_LIB
109804_20190101_29991231,109804,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
109805_20190101_29991231,109805,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
109806_20190101_29991231,109806,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
109822_20190101_29991231,109822,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
109826_20190101_29991231,109826,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
109827_20190101_29991231,109827,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
109829_20190101_29991231,109829,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
109830_20190101_29991231,109830,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
109831_20190101_29991231,109831,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
109833_20190101_29991231,109833,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
109834_20190101_29991231,109834,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110151_20190101_29991231,110151,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110152_20190101_29991231,110152,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110153_20190101_29991231,110153,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110154_20190101_29991231,110154,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110155_20190101_29991231,110155,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110156_20190101_29991231,110156,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110157_20190101_29991231,110157,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110158_20190101_29991231,110158,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110159_20190101_29991231,110159,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110163_20190101_29991231,110163,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110164_20190101_29991231,110164,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110165_20190101_29991231,110165,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110321_20190101_29991231,110321,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110322_20190101_29991231,110322,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110323_20190101_29991231,110323,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110324_20190101_29991231,110324,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110325_20190101_29991231,110325,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110326_20190101_29991231,110326,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110327_20190101_29991231,110327,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110328_20190101_29991231,110328,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110330_20190101_29991231,110330,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110331_20190101_29991231,110331,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110332_20190101_29991231,110332,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110587_20190101_29991231,110587,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110588_20190101_29991231,110588,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110589_20190101_29991231,110589,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110591_20190101_29991231,110591,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110592_20190101_29991231,110592,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110593_20190101_29991231,110593,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110594_20190101_29991231,110594,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110595_20190101_29991231,110595,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110597_20190101_29991231,110597,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110598_20190101_29991231,110598,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110599_20190101_29991231,110599,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110601_20190101_29991231,110601,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
109835_20190101_29991231,109835,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
109836_20190101_29991231,109836,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
109838_20190101_29991231,109838,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
109839_20190101_29991231,109839,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
109840_20190101_29991231,109840,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
109841_20190101_29991231,109841,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
109842_20190101_29991231,109842,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
109843_20190101_29991231,109843,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
109844_20190101_29991231,109844,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
109845_20190101_29991231,109845,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
109846_20190101_29991231,109846,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
109847_20190101_29991231,109847,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110166_20190101_29991231,110166,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110167_20190101_29991231,110167,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110168_20190101_29991231,110168,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110169_20190101_29991231,110169,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110170_20190101_29991231,110170,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110171_20190101_29991231,110171,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110172_20190101_29991231,110172,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110173_20190101_29991231,110173,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110174_20190101_29991231,110174,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110175_20190101_29991231,110175,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110176_20190101_29991231,110176,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110177_20190101_29991231,110177,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110333_20190101_29991231,110333,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110334_20190101_29991231,110334,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110335_20190101_29991231,110335,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110336_20190101_29991231,110336,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110337_20190101_29991231,110337,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110338_20190101_29991231,110338,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110339_20190101_29991231,110339,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110340_20190101_29991231,110340,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110341_20190101_29991231,110341,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110342_20190101_29991231,110342,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110343_20190101_29991231,110343,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
110344_20190101_29991231,110344,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
109921_20190101_29991231,109921,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
109922_20190101_29991231,109922,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
109923_20190101_29991231,109923,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
109924_20190101_29991231,109924,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
109925_20190101_29991231,109925,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
109926_20190101_29991231,109926,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
109927_20190101_29991231,109927,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
109928_20190101_29991231,109928,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
109929_20190101_29991231,109929,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
109930_20190101_29991231,109930,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
109931_20190101_29991231,109931,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
109932_20190101_29991231,109932,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
109861_20190101_29991231,109861,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
109862_20190101_29991231,109862,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
109863_20190101_29991231,109863,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
109864_20190101_29991231,109864,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
109865_20190101_29991231,109865,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
109867_20190101_29991231,109867,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
109868_20190101_29991231,109868,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
109869_20190101_29991231,109869,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
109870_20190101_29991231,109870,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
109871_20190101_29991231,109871,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
109872_20190101_29991231,109872,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
